record_id,event_date,depot_id,depot_name,region,product_code,pressure_psi,flow_rate_lpm,temperature_c,incident_flag,maintenance_required,event_timestamp_utc,Shift
22,2026-06-25,1,Main Depot,North,A,243.31071532163745,1351.6517625877434,80.19192229247679,False,False,2026-06-25 00:46:00,Night
23,2026-06-25,1,Main Depot,North,A,162.2420553715029,1120.9219605083838,79.28801337298137,False,False,2026-06-25 00:48:00,Afternoon
24,2026-06-25,1,Main Depot,East,A,120.8637667493884,930.7911307180038,60.002175475421446,False,False,2026-06-25 00:50:00,Afternoon
25,2026-06-25,1,Main Depot,South,A,275.62025670920843,1034.756150833514,45.49553287615024,False,False,2026-06-25 00:54:00,Morning
26,2026-06-25,1,Main Depot,West,A,217.09225017417327,1067.85602932269,60.97581392174203,False,False,2026-06-25 00:56:00,Afternoon
27,2026-06-25,1,Main Depot,West,A,139.18749742834083,717.4559885130766,63.41707289466406,False,False,2026-06-25 00:58:00,Afternoon
28,2026-06-25,1,Main Depot,East,A,171.31729477514767,1158.807905921048,81.27897172273914,False,False,2026-06-25 01:00:00,Morning
29,2026-06-25,1,Main Depot,West,A,258.8226583552357,716.0346173353497,80.7595069502899,False,False,2026-06-25 01:02:00,Night
30,2026-06-25,1,Main Depot,South,A,157.21089188109258,611.6935074540912,83.64388256351637,False,False,2026-06-25 01:04:00,Night
31,2026-06-25,1,Main Depot,North,A,217.2313445596173,1099.8240805472508,80.40419940362082,False,False,2026-06-25 01:06:00,Afternoon
32,2026-06-25,1,Main Depot,East,A,184.42739332063965,693.5308577404732,45.328028377105824,False,False,2026-06-25 01:08:00,Morning
33,2026-06-25,1,Main Depot,Central,A,153.25499542714385,1216.3293093690186,70.65843409328879,False,False,2026-06-25 01:10:00,Night
34,2026-06-25,1,Main Depot,East,A,250.14510297034877,1292.7727628006564,47.729507324121634,False,False,2026-06-25 01:12:00,Afternoon
35,2026-06-25,1,Main Depot,Central,A,238.8530042345104,1355.789432227141,55.90377145519942,False,False,2026-06-25 01:14:00,Afternoon
36,2026-06-25,1,Main Depot,North,A,225.8545705534825,1131.5815703251133,68.13230517882322,False,False,2026-06-25 01:16:00,Morning
37,2026-06-25,1,Main Depot,West,A,135.65712043463202,881.8248645646393,71.18528103668382,False,False,2026-06-25 01:20:00,Night
38,2026-06-25,1,Main Depot,North,A,212.1854927721546,992.7400751890646,46.96233469634573,False,False,2026-06-25 01:22:00,Morning
39,2026-06-25,1,Main Depot,West,A,208.58845336630932,752.2817826882508,49.14415478278208,False,False,2026-06-25 01:24:00,Night
40,2026-06-25,1,Main Depot,South,A,150.14160149357969,878.7381182312745,50.143472517250935,False,False,2026-06-25 01:26:00,Night
41,2026-06-25,1,Main Depot,South,A,128.9994710904276,1174.3444198675984,48.656575070787646,False,False,2026-06-25 01:28:00,Night
42,2026-06-25,1,Main Depot,North,A,132.91335267103776,773.9383769073705,52.12937693077289,False,False,2026-06-25 01:30:00,Afternoon
43,2026-06-25,1,Main Depot,South,A,278.8433578420374,811.253708538932,72.53951165246238,False,False,2026-06-25 01:32:00,Afternoon
44,2026-06-25,1,Main Depot,Central,A,245.37342315886136,1199.462604566279,78.23349004636611,False,False,2026-06-25 01:34:00,Night
45,2026-06-25,1,Main Depot,South,A,267.5179961544276,742.2687486617766,61.35255560293641,False,False,2026-06-25 01:36:00,Night
46,2026-06-25,1,Main Depot,West,A,151.20875555781814,796.7100691787022,72.71126025713374,False,False,2026-06-25 01:38:00,Morning
47,2026-06-25,1,Main Depot,West,A,273.6909658117496,614.0380502581203,53.00065045063306,False,False,2026-06-25 01:40:00,Morning
48,2026-06-25,1,Main Depot,West,A,142.82469623570594,1176.0412796280857,83.93120606533633,False,False,2026-06-25 01:42:00,Afternoon
49,2026-06-25,1,Main Depot,West,A,201.45309257063536,1094.322852453147,58.99990091430473,False,False,2026-06-25 01:44:00,Afternoon
50,2026-06-25,1,Main Depot,Central,A,252.75130950673025,1155.508362009233,78.8346762481934,False,False,2026-06-25 01:46:00,Morning
51,2026-06-25,1,Main Depot,East,A,175.9685367218527,771.4622095626505,82.81465490517547,False,False,2026-06-25 01:48:00,Night
52,2026-06-25,1,Main Depot,North,A,187.97256530830407,1149.9011125822972,79.5885585150121,False,False,2026-06-25 01:50:00,Afternoon
53,2026-06-25,1,Main Depot,West,A,140.50961764785566,1077.1012941546053,47.68270606161156,False,False,2026-06-25 01:52:00,Night
54,2026-06-25,1,Main Depot,South,A,139.66750079983564,892.8983833776026,71.01228629229024,False,False,2026-06-25 01:54:00,Morning
55,2026-06-25,1,Main Depot,West,A,219.13091596458557,950.2606493075236,49.80362826286205,False,False,2026-06-25 01:56:00,Afternoon
56,2026-06-25,1,Main Depot,South,A,228.08517897920908,1054.3364026187264,45.22652002103187,False,False,2026-06-25 01:58:00,Afternoon
57,2026-06-25,1,Main Depot,South,A,244.3732022531509,994.6337408700454,47.071337757722695,False,False,2026-06-25 02:00:00,Morning
58,2026-06-25,1,Main Depot,West,A,209.06912842908056,1113.4624527754968,81.64596785788228,False,False,2026-06-25 02:02:00,Afternoon
59,2026-06-25,1,Main Depot,Central,A,223.32148676180896,744.7836620847961,81.33854057041574,False,False,2026-06-25 02:04:00,Morning
60,2026-06-25,1,Main Depot,South,A,122.1627634719552,1032.5679639329576,54.03297551056135,False,False,2026-06-25 02:06:00,Afternoon
61,2026-06-25,1,Main Depot,South,A,145.94731634195008,960.2235862916326,66.88244859194505,False,False,2026-06-25 02:08:00,Morning
62,2026-06-25,1,Main Depot,North,A,132.1589610105331,975.5056404660762,64.8682451878705,False,False,2026-06-25 02:12:00,Night
63,2026-06-25,1,Main Depot,South,A,228.6061155616392,1305.1775710578536,60.74311280583032,False,False,2026-06-25 02:14:00,Night
64,2026-06-25,1,Main Depot,West,A,148.1732212850746,1254.9019529092925,64.32994776178498,False,False,2026-06-25 02:16:00,Night
65,2026-06-25,1,Main Depot,West,A,234.6749737228227,1103.6559689364294,76.60863046207777,False,False,2026-06-25 02:18:00,Afternoon
66,2026-06-25,1,Main Depot,North,A,232.95846447391892,1173.1895484818951,64.0911053013294,False,False,2026-06-25 02:20:00,Afternoon
67,2026-06-25,1,Main Depot,Central,A,157.47184956609442,634.2421088544853,76.33110725129478,False,False,2026-06-25 02:22:00,Night
68,2026-06-25,1,Main Depot,Central,A,163.14150387507266,1195.1933755037348,62.26789782563732,False,False,2026-06-25 02:24:00,Night
69,2026-06-25,1,Main Depot,South,A,224.7633141763341,988.9317507629188,55.08022684845531,False,False,2026-06-25 02:26:00,Morning
70,2026-06-25,1,Main Depot,Central,A,182.4137662048342,854.1980516385021,58.05890919274482,False,False,2026-06-25 02:28:00,Morning
71,2026-06-25,1,Main Depot,South,A,151.1276751519858,711.8215727505144,48.11293858548664,False,False,2026-06-25 02:30:00,Morning
72,2026-06-25,1,Main Depot,North,A,237.06873580599708,660.1670322815935,64.89524577637106,False,False,2026-06-25 02:32:00,Night
73,2026-06-25,1,Main Depot,West,A,144.66360389381347,635.9085483973785,50.92443699556092,False,False,2026-06-25 02:34:00,Night
74,2026-06-25,1,Main Depot,West,A,256.90298626319145,729.4369399121927,77.46188025338932,False,False,2026-06-25 02:36:00,Night
75,2026-06-25,1,Main Depot,West,A,202.3471238482924,624.1150358381933,61.82362296627576,False,False,2026-06-25 02:38:00,Morning
76,2026-06-25,1,Main Depot,Central,A,136.91209662068812,1186.1137939540167,75.60009295966893,False,False,2026-06-25 02:40:00,Afternoon
77,2026-06-25,1,Main Depot,North,A,231.0515733649575,798.8912952173918,83.17841710154534,False,False,2026-06-25 02:42:00,Night
78,2026-06-25,1,Main Depot,Central,A,203.06608633192647,894.9923415456074,78.97911798852944,False,False,2026-06-25 02:44:00,Afternoon
79,2026-06-25,1,Main Depot,Central,A,167.68921148716953,1258.1729710527063,83.05854718983278,False,False,2026-06-25 02:46:00,Afternoon
80,2026-06-25,1,Main Depot,North,A,187.6063008358168,691.7259972196725,67.7174610748292,False,False,2026-06-25 02:48:00,Afternoon
81,2026-06-25,1,Main Depot,North,A,167.73403897399982,1268.47522418897,51.61297735922168,False,False,2026-06-25 02:50:00,Morning
82,2026-06-25,1,Main Depot,North,A,162.08413371884546,1111.6322804402305,82.41583816734803,False,False,2026-06-25 02:52:00,Afternoon
83,2026-06-25,1,Main Depot,North,A,146.17734733499395,873.6236116836824,79.74017562387084,False,False,2026-06-25 02:54:00,Night
84,2026-06-25,1,Main Depot,West,A,178.04274130199616,694.2457704541474,79.57651964267714,False,False,2026-06-25 02:56:00,Morning
85,2026-06-25,1,Main Depot,East,A,160.1579530105713,673.19415787273,72.73097709634874,False,False,2026-06-25 02:58:00,Night
86,2026-06-25,1,Main Depot,East,A,229.34951792862677,868.4114768634565,69.99665048744318,False,False,2026-06-25 03:00:00,Night
87,2026-06-25,1,Main Depot,North,A,229.42027858612903,712.2735781744367,45.58895567445326,False,False,2026-06-25 03:02:00,Morning
88,2026-06-25,1,Main Depot,East,A,200.29443880890216,814.1682371802199,74.92216276352465,False,False,2026-06-25 03:04:00,Night
89,2026-06-25,1,Main Depot,East,A,244.47112439525137,642.3646403610596,48.66140469931223,False,False,2026-06-25 03:06:00,Night
90,2026-06-25,1,Main Depot,North,A,254.61435504096767,1076.006737357359,55.39003744410303,False,False,2026-06-25 03:08:00,Morning
91,2026-06-25,1,Main Depot,East,A,212.7626331894837,716.2208935630435,67.05961181405348,False,False,2026-06-25 03:10:00,Night
92,2026-06-25,1,Main Depot,Central,A,219.0296260421494,1205.3858505005016,63.06930339504167,False,False,2026-06-25 03:12:00,Afternoon
93,2026-06-25,1,Main Depot,South,A,165.26174556581844,774.5399810223777,45.63097559085784,False,False,2026-06-25 03:14:00,Night
94,2026-06-25,1,Main Depot,South,A,263.1790721128832,1238.381263470549,77.95940233806849,False,False,2026-06-25 03:16:00,Afternoon
95,2026-06-25,1,Main Depot,North,A,123.87296710760478,751.9055889806941,80.15203832343705,False,False,2026-06-25 03:18:00,Night
96,2026-06-25,1,Main Depot,West,A,175.7763951108553,1177.0932509610388,72.27491773987067,False,False,2026-06-25 03:20:00,Morning
97,2026-06-25,1,Main Depot,North,A,235.48806744797696,866.4597437001578,66.6427143462729,False,False,2026-06-25 03:22:00,Morning
98,2026-06-25,1,Main Depot,West,A,132.8143215473858,1066.4959959112066,83.42951355597886,False,False,2026-06-25 03:24:00,Night
99,2026-06-25,1,Main Depot,South,A,149.30712438852683,630.9294514573908,49.79824830992768,False,False,2026-06-25 03:26:00,Morning
100,2026-06-25,1,Main Depot,North,A,214.28571645805616,996.195547483406,74.51640214659956,False,False,2026-06-25 03:28:00,Night
101,2026-06-25,1,Main Depot,Central,A,209.5989874341693,718.9503157616506,50.13442451580792,False,False,2026-06-25 03:30:00,Morning
102,2026-06-25,1,Main Depot,East,A,238.2285273809528,989.0561817992212,60.27379195693663,False,False,2026-06-25 03:32:00,Afternoon
103,2026-06-25,1,Main Depot,West,A,250.0180222541075,713.0873047089198,68.41938036683915,False,False,2026-06-25 03:34:00,Night
104,2026-06-25,1,Main Depot,East,A,140.57273256186707,949.6712961114968,74.4835076201741,False,False,2026-06-25 03:36:00,Afternoon
105,2026-06-25,1,Main Depot,East,A,122.94095836403872,688.4966561858307,45.14864401087936,False,False,2026-06-25 03:38:00,Afternoon
106,2026-06-25,1,Main Depot,East,A,168.22268732261747,1076.0631484030837,66.52801565639281,False,False,2026-06-25 03:42:00,Afternoon
107,2026-06-25,1,Main Depot,Central,A,220.1574262268726,1381.3285097681137,66.31494716646029,False,False,2026-06-25 03:44:00,Night
108,2026-06-25,1,Main Depot,East,A,144.08713408995595,959.3478147135776,70.50505739785056,False,False,2026-06-25 03:46:00,Afternoon
109,2026-06-25,1,Main Depot,North,A,195.0464074665541,1149.738954087602,57.1541432347289,False,False,2026-06-25 03:48:00,Night
110,2026-06-25,1,Main Depot,Central,A,200.70795937014992,1031.5397368355002,66.62117004355743,False,False,2026-06-25 03:50:00,Night
111,2026-06-25,1,Main Depot,South,A,213.6124506197146,998.6863474355504,52.59147109738306,False,False,2026-06-25 03:52:00,Morning
112,2026-06-25,1,Main Depot,East,A,202.1072026128903,651.7633574718809,52.47488857613822,False,False,2026-06-25 03:54:00,Night
113,2026-06-25,1,Main Depot,North,A,199.31052323659424,715.4379218202236,68.06255853690428,False,False,2026-06-25 03:56:00,Night
114,2026-06-25,1,Main Depot,South,A,173.23746463741688,1306.4461833860537,72.41890340181364,False,False,2026-06-25 03:58:00,Afternoon
115,2026-06-25,1,Main Depot,South,A,131.3888378108938,928.1314520334428,49.81599866725152,False,False,2026-06-25 04:00:00,Night
116,2026-06-25,1,Main Depot,West,A,134.32323148749478,1091.4659812678328,49.91159607616893,False,False,2026-06-25 04:02:00,Morning
117,2026-06-25,1,Main Depot,Central,A,189.40452390514457,1022.5865861719668,67.61210765841801,False,False,2026-06-25 04:04:00,Afternoon
118,2026-06-25,1,Main Depot,East,A,176.9269004513589,903.105903640988,55.80383009134582,False,False,2026-06-25 04:06:00,Afternoon
119,2026-06-25,1,Main Depot,North,A,202.58156874791965,910.2532340887448,60.695964089644576,False,False,2026-06-25 04:08:00,Morning
120,2026-06-25,1,Main Depot,West,A,168.7741070810027,1044.3720047269385,61.02993790590311,False,False,2026-06-25 04:10:00,Afternoon
121,2026-06-25,1,Main Depot,Central,A,230.0656146328519,712.9134411805949,52.14211437139666,False,False,2026-06-25 04:12:00,Afternoon
122,2026-06-25,1,Main Depot,West,A,258.2327715215217,909.8072322035472,45.052585337225054,False,False,2026-06-25 04:14:00,Afternoon
123,2026-06-25,1,Main Depot,Unknown,A,167.81811020589885,957.5804555221912,79.1260723987603,False,False,2026-06-25 04:16:00,Afternoon
124,2026-06-25,1,Main Depot,Central,A,150.87744127024456,1388.1009789408995,73.60007875590753,False,False,2026-06-25 04:18:00,Morning
125,2026-06-25,1,Main Depot,East,A,138.58889188065427,881.1638154285743,72.62154232462262,False,False,2026-06-25 04:20:00,Morning
126,2026-06-25,1,Main Depot,Central,A,218.60064649133,1115.663116704695,66.86020552453279,False,False,2026-06-25 04:22:00,Afternoon
127,2026-06-25,1,Main Depot,West,A,191.0169585824911,709.9323998611745,73.03878618312481,False,False,2026-06-25 04:24:00,Afternoon
128,2026-06-25,1,Main Depot,Central,A,150.08251475140622,652.3851054641752,82.42753510190502,False,False,2026-06-25 04:26:00,Morning
129,2026-06-25,1,Main Depot,East,A,224.50187732669687,1297.2336112009843,71.62694944917165,False,False,2026-06-25 04:28:00,Morning
130,2026-06-25,1,Main Depot,East,A,143.7573092808455,1184.5879219245492,55.603656077098,False,False,2026-06-25 04:30:00,Morning
131,2026-06-25,1,Main Depot,West,A,208.6881129356724,853.9994300756553,67.82240206963593,False,False,2026-06-25 04:32:00,Afternoon
132,2026-06-25,1,Main Depot,South,A,204.3437410600424,1003.6624023177832,62.6929761346484,False,False,2026-06-25 04:34:00,Afternoon
133,2026-06-25,1,Main Depot,South,A,237.47644818977332,708.5953475614708,67.25676524448598,False,False,2026-06-25 04:36:00,Unknown
134,2026-06-25,1,Main Depot,Central,A,128.81754239050667,1165.7282351846882,65.704419096513,False,False,2026-06-25 04:38:00,Morning
135,2026-06-25,1,Main Depot,Central,A,232.47867618349116,1205.6264455529615,71.07200413524268,False,False,2026-06-25 04:42:00,Morning
136,2026-06-25,1,Main Depot,West,A,154.58015973580194,1037.4692082159893,52.55033911736416,False,False,2026-06-25 04:44:00,Afternoon
137,2026-06-25,1,Main Depot,West,A,149.34485577755834,823.0804240694118,47.52067115501483,False,False,2026-06-25 04:46:00,Morning
138,2026-06-25,1,Main Depot,West,A,189.0656342630053,1290.0594832491654,61.97455154725388,False,False,2026-06-25 04:48:00,Afternoon
139,2026-06-25,1,Main Depot,West,A,250.8104527271355,1388.8574962710836,45.62442489030917,False,False,2026-06-25 04:50:00,Night
140,2026-06-25,1,Main Depot,West,A,254.87199890225716,803.4792809581104,57.73189543333343,False,False,2026-06-25 04:52:00,Night
141,2026-06-25,1,Main Depot,East,A,203.2729747423013,1244.9969196687462,59.72085877756903,False,False,2026-06-25 04:54:00,Morning
142,2026-06-25,1,Main Depot,South,A,257.729738029878,1200.1330531011658,60.02355496039696,False,False,2026-06-25 04:56:00,Afternoon
143,2026-06-25,1,Main Depot,West,A,120.8709934706705,1197.7520968845356,84.17400097295571,False,False,2026-06-25 04:58:00,Afternoon
144,2026-06-25,1,Main Depot,North,A,125.62794104505544,1365.7884891872218,57.15603507889873,False,False,2026-06-25 05:00:00,Morning
145,2026-06-25,1,Main Depot,North,A,265.89145498187884,989.293673841594,55.609099815144845,False,False,2026-06-25 05:02:00,Afternoon
146,2026-06-25,1,Main Depot,North,A,244.05310878174657,1139.3344324453235,50.17523724270165,False,False,2026-06-25 05:04:00,Morning
147,2026-06-25,1,Main Depot,North,A,192.1129693200617,1259.1018909006434,65.44035342730452,False,False,2026-06-25 05:06:00,Afternoon
148,2026-06-25,1,Main Depot,East,A,240.57762103647795,983.6291560344212,51.14697224854483,False,False,2026-06-25 05:08:00,Morning
149,2026-06-25,1,Main Depot,North,A,272.9023138757475,985.1449622496048,69.65178850923138,False,False,2026-06-25 05:10:00,Afternoon
150,2026-06-25,1,Main Depot,West,A,243.5343238210056,854.923803253881,51.20639115753398,False,False,2026-06-25 05:12:00,Morning
151,2026-06-25,1,Main Depot,Central,A,254.7794134109315,1224.660570261707,68.06693271036805,False,False,2026-06-25 05:14:00,Afternoon
152,2026-06-25,1,Main Depot,North,A,241.69705302240988,1148.9566237484453,78.05076956698505,False,False,2026-06-25 05:16:00,Night
153,2026-06-25,1,Main Depot,East,A,146.91377478936664,960.91191960084,46.70098534076371,False,False,2026-06-25 05:18:00,Afternoon
154,2026-06-25,1,Main Depot,East,A,253.37185754331787,935.4693259189894,61.78987899672824,False,False,2026-06-25 05:20:00,Morning
155,2026-06-25,1,Main Depot,Central,A,262.8178124870635,605.2009174627324,76.6428857391245,False,False,2026-06-25 05:24:00,Afternoon
156,2026-06-25,1,Main Depot,North,A,193.38398369297212,1023.1151732254748,63.71662527782177,False,False,2026-06-25 05:26:00,Night
157,2026-06-25,1,Main Depot,South,A,199.55853566090295,1236.8294079214115,76.64817014352285,False,False,2026-06-25 05:30:00,Night
158,2026-06-25,1,Main Depot,East,A,166.51556921930643,1349.3648347057804,59.331976540783295,False,False,2026-06-25 05:34:00,Afternoon
159,2026-06-25,1,Main Depot,North,A,277.3970966395209,756.9126390887989,48.43369110482329,False,False,2026-06-25 05:36:00,Afternoon
160,2026-06-25,1,Main Depot,West,A,273.7143602671708,1392.120272308032,74.1966251805031,False,False,2026-06-25 05:38:00,Morning
161,2026-06-25,1,Main Depot,North,A,171.27790362488756,838.335355449685,79.84552600648621,False,False,2026-06-25 05:40:00,Night
162,2026-06-25,1,Main Depot,North,A,279.40748867923617,1113.9391788586447,83.80258148080657,False,False,2026-06-25 05:42:00,Morning
163,2026-06-25,1,Main Depot,South,A,255.28819127950396,1001.4829708933212,82.06399523086273,False,False,2026-06-25 05:44:00,Morning
164,2026-06-25,1,Main Depot,West,A,217.7535199091608,887.6611209993995,76.89671635332995,False,False,2026-06-25 05:46:00,Night
165,2026-06-25,1,Main Depot,West,A,126.41993924176153,711.4473466123573,70.73887728982913,False,False,2026-06-25 05:48:00,Morning
166,2026-06-25,1,Main Depot,South,A,264.2314927261407,707.8673211617694,76.25840583322554,False,False,2026-06-25 05:50:00,Afternoon
167,2026-06-25,1,Main Depot,East,A,209.18868468229115,1169.2046619025564,62.28334851408272,False,False,2026-06-25 05:52:00,Afternoon
168,2026-06-25,1,Main Depot,North,A,258.9561841924431,902.1131063810492,68.7910485916334,False,False,2026-06-25 05:54:00,Afternoon
169,2026-06-25,1,Main Depot,Central,A,253.5086591849188,1369.0383793063545,58.94799236556741,False,False,2026-06-25 05:56:00,Morning
170,2026-06-25,1,Main Depot,North,A,253.28099443217377,860.5187892050704,58.06836859921531,False,False,2026-06-25 05:58:00,Afternoon
171,2026-06-25,1,Main Depot,North,A,231.7078177143848,1386.8189773983704,75.26767093104135,False,False,2026-06-25 06:00:00,Afternoon
172,2026-06-25,1,Main Depot,East,A,166.6264221881678,764.3386052762102,63.15731129214247,False,False,2026-06-25 06:02:00,Afternoon
173,2026-06-25,1,Main Depot,North,A,173.78564123912318,682.2515089848429,53.48645051724117,False,False,2026-06-25 06:04:00,Afternoon
174,2026-06-25,1,Main Depot,South,A,169.3550740132298,850.0557868183657,53.07752647767464,False,False,2026-06-25 06:06:00,Afternoon
175,2026-06-25,1,Main Depot,South,A,123.20735992521035,1308.4678315428712,79.36689446279735,False,False,2026-06-25 06:08:00,Afternoon
176,2026-06-25,1,Main Depot,West,A,213.2110254743698,1017.4815555962276,72.11041977450685,False,False,2026-06-25 06:10:00,Morning
177,2026-06-25,1,Main Depot,Central,A,231.8133872713653,708.5200847497664,66.84184293432463,False,False,2026-06-25 06:12:00,Afternoon
178,2026-06-25,1,Main Depot,North,A,256.61855896403256,761.9992396832761,61.03754943985437,False,False,2026-06-25 06:14:00,Afternoon
179,2026-06-25,1,Main Depot,North,A,142.42646934123687,849.0085297196506,62.23269563148503,False,False,2026-06-25 06:16:00,Night
180,2026-06-25,1,Main Depot,East,A,207.06930383628827,1072.1333902501665,47.29740776779775,False,False,2026-06-25 06:18:00,Unknown
181,2026-06-25,1,Main Depot,South,A,121.28130250780526,865.9031519020966,63.19640579471371,False,False,2026-06-25 06:20:00,Morning
182,2026-06-25,1,Main Depot,North,A,135.2149836337167,1197.643265671462,76.81819642488327,False,False,2026-06-25 06:22:00,Morning
183,2026-06-25,1,Main Depot,West,A,128.6738790729589,1093.0348449482372,60.51945920381289,False,False,2026-06-25 06:24:00,Morning
184,2026-06-25,1,Main Depot,South,A,236.07648544247792,1299.058989882672,60.34325010173032,False,False,2026-06-25 06:26:00,Afternoon
185,2026-06-25,1,Main Depot,West,A,132.96953022041652,1000.7694610874914,45.62866332077151,False,False,2026-06-25 06:28:00,Afternoon
186,2026-06-25,1,Main Depot,East,A,234.6324770494064,864.9411312808543,63.313410502322746,False,False,2026-06-25 06:30:00,Night
187,2026-06-25,1,Main Depot,East,A,159.93995270569334,1397.0172542425637,46.01350611791867,False,False,2026-06-25 06:32:00,Night
188,2026-06-25,1,Main Depot,North,A,260.43407371151034,884.5066574458846,67.81397712035044,False,False,2026-06-25 06:34:00,Morning
189,2026-06-25,1,Main Depot,Central,A,250.10399813821027,942.8821118244095,65.27133526329257,False,False,2026-06-25 06:36:00,Night
190,2026-06-25,1,Main Depot,West,A,273.2528347960442,1247.3017802864706,78.60033995695996,False,False,2026-06-25 06:38:00,Night
191,2026-06-25,1,Main Depot,South,A,261.40192247328514,670.908987114474,68.27122443702885,False,False,2026-06-25 06:40:00,Morning
192,2026-06-25,1,Main Depot,Unknown,A,269.3327070586156,909.1920848468116,57.93709421288861,False,False,2026-06-25 06:42:00,Morning
193,2026-06-25,1,Main Depot,North,A,257.39878344212923,668.5680747506271,65.64924037667657,False,False,2026-06-25 06:44:00,Night
194,2026-06-25,1,Main Depot,North,A,230.94110409837683,711.4446933382063,72.98825422999676,False,False,2026-06-25 06:46:00,Afternoon
195,2026-06-25,1,Main Depot,West,A,147.24146434006974,603.7126603984055,48.75855181641531,False,False,2026-06-25 06:48:00,Night
196,2026-06-25,1,Main Depot,East,A,163.47320301665488,607.6354340659002,69.84296353881734,False,False,2026-06-25 06:50:00,Night
197,2026-06-25,1,Main Depot,Central,A,154.03631458084368,904.2303116022816,81.66505127911917,False,False,2026-06-25 06:52:00,Afternoon
198,2026-06-25,1,Main Depot,East,A,216.5737260253129,1247.331043958221,56.965211825249774,False,False,2026-06-25 06:54:00,Afternoon
199,2026-06-25,1,Main Depot,West,A,200.57919007577624,1069.6034884733544,70.0650037950565,False,False,2026-06-25 06:56:00,Morning
200,2026-06-25,1,Main Depot,West,A,258.7327995453478,1107.9312353101147,77.85317801400974,False,False,2026-06-25 06:58:00,Morning
201,2026-06-25,1,Main Depot,East,A,272.4276586398521,1015.3993900679092,65.47225589754497,False,False,2026-06-25 07:00:00,Night
202,2026-06-25,1,Main Depot,West,A,184.7775823389031,1255.834515336447,73.7191813608154,False,False,2026-06-25 07:02:00,Afternoon
203,2026-06-25,1,Main Depot,East,A,201.01608852493,1304.3029801489392,57.4404135395704,False,False,2026-06-25 07:04:00,Morning
204,2026-06-25,1,Main Depot,South,A,275.44261708866225,1279.7925825163002,57.24233811700579,False,False,2026-06-25 07:06:00,Night
205,2026-06-25,1,Main Depot,East,A,164.19823065970297,1249.7056846424312,71.70336087194244,False,False,2026-06-25 07:08:00,Afternoon
206,2026-06-25,1,Main Depot,East,A,246.78252405741017,746.170458850627,73.21635495893935,False,False,2026-06-25 07:10:00,Night
207,2026-06-25,1,Main Depot,West,A,156.03838437363942,1075.100980292177,82.48038798048574,False,False,2026-06-25 07:12:00,Morning
